Symbol,SubMitoLocalization_raw,MitoPathway_raw,SubMitoLocalization,MitoPathway
METTL8,Matrix,Mitochondrial central dogma > mtRNA metabolism,Matrix,Mitochondrial central dogma > mtRNA metabolism
SMIM20,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex IV > CIV assembly factors
SMIM20,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
RPUSD4,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
RPUSD4,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
RPUSD4,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
SMIM8,MOM,0,MOM,0
NME6,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
FKBP8,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites
FKBP8,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,MOM,Mitochondrial dynamics and surveillance > Mitophagy
FKBP8,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,MOM,Mitochondrial dynamics and surveillance > Autophagy
ACSM4,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation
NLRX1,Matrix,Signaling > Immune response,Matrix,Signaling > Immune response
FOXRED1,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
FOXRED1,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
TFB2M,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
TFB2M,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,Matrix,Mitochondrial central dogma > mtRNA metabolism > Transcription
PPM1K,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
PPM1K,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex
ATP5MC2,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex V > CV subunits
ATP5MC2,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
MT-ND1,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
MT-ND1,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
TAZ,IMS,Metabolism > Lipid metabolism > Cardiolipin synthesis,IMS,Metabolism > Lipid metabolism > Cardiolipin synthesis
MSRB3,unknown,Metabolism > Detoxification > ROS and glutathione metabolism,unknown,Metabolism > Detoxification > ROS and glutathione metabolism
ACOT11,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation
NIPSNAP3B,Matrix,0,Matrix,0
NTHL1,unknown,Metabolism > Metals and cofactors > Fe-S-containing proteins,unknown,Metabolism > Metals and cofactors > Fe-S-containing proteins
MARCHF5,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,MOM,Mitochondrial dynamics and surveillance > Mitophagy
MARCHF5,MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,MOM,Mitochondrial dynamics and surveillance > Autophagy
SFXN4,MIM,Small molecule transport > Sideroflexins,MIM,Small molecule transport > Sideroflexins
TRMT5,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
SLC25A6,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Metabolism > Nucleotide metabolism > Nucleotide import
SLC25A6,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore
SLC25A6,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A52,MIM,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family,MIM,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
SLC25A52,MIM,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
OGG1,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
ACOD1,Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Signaling > Immune response,Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism
ACOD1,Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Signaling > Immune response,Matrix,Signaling > Immune response
QTRT1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
AIFM2,Membrane,Metabolism > Detoxification > ROS and glutathione metabolism | Mitochondrial dynamics and surveillance > Apoptosis,Membrane,Metabolism > Detoxification > ROS and glutathione metabolism
AIFM2,Membrane,Metabolism > Detoxification > ROS and glutathione metabolism | Mitochondrial dynamics and surveillance > Apoptosis,Membrane,Mitochondrial dynamics and surveillance > Apoptosis
PRDX2,unknown,Metabolism > Detoxification > ROS and glutathione metabolism,unknown,Metabolism > Detoxification > ROS and glutathione metabolism
FBXL4,IMS,0,IMS,0
GPAM,Membrane,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,Membrane,Metabolism > Lipid metabolism > Cardiolipin synthesis
GPAM,Membrane,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,Membrane,Metabolism > Lipid metabolism > Phospholipid metabolism
DMAC2L,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex V > CV subunits
DMAC2L,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
RMDN3,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites,MOM,Mitochondrial dynamics and surveillance > Organelle contact sites
PRXL2A,Membrane,Metabolism > Detoxification > ROS and glutathione metabolism,Membrane,Metabolism > Detoxification > ROS and glutathione metabolism
ATP5MD,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,MIM,OXPHOS > Complex V > CV subunits
ATP5MD,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,MIM,OXPHOS > OXPHOS subunits
ATP5MD,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,MIM,Mitochondrial dynamics and surveillance > Cristae formation
PET117,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex IV > CIV assembly factors
PET117,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
MAOA,MOM,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism,MOM,Metabolism > Amino acid metabolism > Catechol metabolism
MAOA,MOM,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism,MOM,Metabolism > Detoxification > Xenobiotic metabolism
C15orf61,Matrix,0,Matrix,0
POLQ,Matrix,Mitochondrial central dogma > mtDNA maintenance,Matrix,Mitochondrial central dogma > mtDNA maintenance
BCO2,MIM,Metabolism > Vitamin metabolism > Vitamin A metabolism,MIM,Metabolism > Vitamin metabolism > Vitamin A metabolism
IFI27,Membrane,Signaling > Immune response | Mitochondrial dynamics and surveillance > Apoptosis,Membrane,Signaling > Immune response
IFI27,Membrane,Signaling > Immune response | Mitochondrial dynamics and surveillance > Apoptosis,Membrane,Mitochondrial dynamics and surveillance > Apoptosis
CRYZ,Matrix,0,Matrix,0
PYCR1,Matrix,Metabolism > Amino acid metabolism > Proline metabolism,Matrix,Metabolism > Amino acid metabolism > Proline metabolism
TMLHE,Matrix,Metabolism > Metals and cofactors > Carnitine synthesis and transport,Matrix,Metabolism > Metals and cofactors > Carnitine synthesis and transport
TOMM20,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance",MOM,Protein import
TOMM20,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance",MOM,sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance
YRDC,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
COA7,IMS,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,IMS,OXPHOS > Complex IV > CIV assembly factors
COA7,IMS,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,IMS,OXPHOS > OXPHOS assembly factors
DHRS2,Matrix,Metabolism > Detoxification > Xenobiotic metabolism,Matrix,Metabolism > Detoxification > Xenobiotic metabolism
MMAA,Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism
MIEF1,MOM|Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission,MOM,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
MIEF1,MOM|Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission,MOM,Mitochondrial dynamics and surveillance > Fission
MIEF1,MOM|Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
MIEF1,MOM|Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission,Matrix,Mitochondrial dynamics and surveillance > Fission
C15orf48,Membrane,0,Membrane,0
LIG3,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
LIG3,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
BNIP3L,MOM,Mitochondrial dynamics and surveillance > Apoptosis,MOM,Mitochondrial dynamics and surveillance > Apoptosis
FASTKD5,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
FASTKD5,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing
FASTKD5,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
PARK7,MOM,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",MOM,Protein import
PARK7,MOM,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",MOM,sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
COA1,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
COA1,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex IV > CIV assembly factors
COA1,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
COX7B2,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex IV > CIV subunits
COX7B2,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
MT-ND4L,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
MT-ND4L,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
SIRT4,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
UQCC2,MIM,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex III > CIII assembly factors
UQCC2,MIM,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
USP30,MOM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",MOM,Protein import
USP30,MOM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",MOM,sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
PDE12,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications
PDE12,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
